run_candidate_indent.ps1	448	TP	if (-not (Test-Path -LiteralPath $lm0)) { $lm0 = "C:\Nyasha_Planet\lingvamyxa\build\lm0\printTree.lm0.exe" } || $lm0Hash = "missing" || if (Test-Path -LiteralPath $lm0) { $lm0Hash = (Get-FileHash -Algorithm SHA256 $lm0).Hash }
run_candidate_indent.ps1	450	TP	if (Test-Path -LiteralPath $lm0) { $lm0Hash = (Get-FileHash -Algorithm SHA256 $lm0).Hash } ||  || $pinnedRev = "620db8612c32569c8dd507cca135d5d076144e9f"
run_candidate_indent.ps1	455	TP	if (-not (Test-Path -LiteralPath $pinnedExe)) { throw "missing pinned 620 parser $pinnedExe" } || $pinnedHash = (Get-FileHash -Algorithm SHA256 $pinnedExe).Hash || if ($pinnedHash -ne $pinnedWant) { throw "pinned 620 printTree hash $pinnedHash want $pinnedWant" }
run_candidate_indent.ps1	456	TS	$pinnedHash = (Get-FileHash -Algorithm SHA256 $pinnedExe).Hash || if ($pinnedHash -ne $pinnedWant) { throw "pinned 620 printTree hash $pinnedHash want $pinnedWant" } || if ($lm0Hash -eq $pinnedWant) { throw "build/lm0/printTree.lm0.exe unexpectedly equals pinned 620 hash; do not treat it as the oracle by convenience" }
run_candidate_indent.ps1	474	TP	if (Test-Path -LiteralPath (Join-Path $repo $e)) { $corpus += $e } || } || 
run_candidate_indent.ps1	481	SP	$p = Start-Process -FilePath $exeFull -ArgumentList $src -NoNewWindow -Wait -PassThru -RedirectStandardOutput $outFull -RedirectStandardError $errFull || return $p.ExitCode || }
run_candidate_indent.ps1	499	TP	if (-not (Test-Path -LiteralPath $rootSrc)) { throw "missing corpus $src at $rootSrc" } || $stem = [IO.Path]::GetFileNameWithoutExtension($src) || $cOut = Join-Path $treeDir ($stem + ".cand.out")
run_candidate_indent.ps1	525	TP	if (Test-Path -LiteralPath $gold) { || $g = (Read-Norm $gold).TrimEnd() || $at = $a.TrimEnd()
run_candidate_indent.ps1	541	TP	if (Test-Path -LiteralPath $gold) { || $g = (Read-Norm $gold).TrimEnd() || $ptxt = (Read-Norm $pOut).TrimEnd()
run_candidate_indent.ps1	552	TS	"candidate_sha256=$candHash" || "stg_printTree=$stgPt" || "stg_printTree_sha256=$stgHash"
run_candidate_indent.ps1	554	TS	"stg_printTree_sha256=$stgHash" || "lm0_printTree=$lm0" || "lm0_printTree_sha256=$lm0Hash"
run_candidate_indent.ps1	556	TS	"lm0_printTree_sha256=$lm0Hash" || "lm0_note=checkout dump client; not the pinned 620db86 oracle" || "pinned_rev=$pinnedRev"
run_candidate_indent.ps1	560	TS	"pinned_sha256=$pinnedHash" || "frozen_parser_sha256=$frozenHash" || "frozen_parser_git=$workParser"
run_candidate_indent.ps1	561	TS	"frozen_parser_sha256=$frozenHash" || "frozen_parser_git=$workParser" || "probe=$probeText"
run_chars_owned.ps1	8	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8)
run_chars_owned.ps1	9	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $runId = (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8) || $run = Join-Path $repo "build/codex/chars_owned/$runId"
run_chars_owned.ps1	21	TS	foreach ($source in $sources) { $hashes[$source] = (Get-FileHash -LiteralPath $source).Hash } || $gcc = (Get-Command gcc -ErrorAction Stop).Source || $nm = (Get-Command nm -ErrorAction Stop).Source
run_chars_owned.ps1	25	TS	$evidence = [ordered]@{result='RUNNING'; compiler=$compiler; compilerSHA256=$pin; gcc=$gcc; gccSHA256=(Get-FileHash -LiteralPath $gcc).Hash; options=$flags; sources=$hashes; stages=@()} || function Invoke-CharsStage([string]$Name, [string]$Tool, [string[]]$NativeArgs) { || $options = @{}
run_chars_owned.ps1	31	SP	$process = Start-Process -FilePath $Tool @options -WorkingDirectory $baseline -WindowStyle Hidden -PassThru -RedirectStandardOutput $stdout -RedirectStandardError $stderr || $processHandle = $process.Handle || if (-not $process.WaitForExit(60000)) {
run_chars_owned.ps1	73	TS	if ((Get-FileHash -LiteralPath $source).Hash -ne $hashes[$source]) { throw "Source changed: $source" } || } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' }
run_chars_owned.ps1	75	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' } || $evidence.artifacts = @{} || Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash }
run_chars_owned.ps1	77	TS	Get-ChildItem -LiteralPath $run -Recurse -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash } || $evidence.result = 'PASS' || } catch {
run_entry_turn.ps1	21	TP	if (-not (Test-Path -LiteralPath $TranslatorPath)) { throw "missing L1 translator $TranslatorPath" } || $l1trans = (Resolve-Path -LiteralPath $TranslatorPath).ProviderPath || 
run_entry_turn.ps1	26	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "l2src/L1_PIN.txt must hold one 64-hex SHA256, got '$pin'" } || $l1transHash = (Get-FileHash -LiteralPath $l1trans).Hash || if ($l1transHash -ne $pin) { throw "translator $l1trans is $l1transHash, but l2src/L1_PIN.txt pins $pin" }
run_entry_turn.ps1	27	TS	$l1transHash = (Get-FileHash -LiteralPath $l1trans).Hash || if ($l1transHash -ne $pin) { throw "translator $l1trans is $l1transHash, but l2src/L1_PIN.txt pins $pin" } || 
run_entry_turn.ps1	46	TP	$tail = if (Test-Path -LiteralPath $log) { (Get-Content -LiteralPath $log -Raw) } else { '' } || throw "$name exit $code`n$tail" || }
run_entry_turn.ps1	51	SP	$proc = Start-Process -FilePath $exe -WorkingDirectory $work -WindowStyle Hidden -PassThru ` || -RedirectStandardOutput $stdoutPath -RedirectStandardError $stderrPath || $null = $proc.Handle
run_entry_turn.ps1	66	TS	$ev = [ordered]@{ stamp = $stamp; baseline = $baseline; translator = $l1trans; translatorSHA256 = $l1transHash; testSHA256 = (Get-FileHash -LiteralPath "l2src/tests/$test.lm1").Hash } ||  || # 1. The production runtime.
run_entry_turn.ps1	69	TP	$names = @('lmx_msg_blocks', 'lmx_owned_ranges', 'lmx_msg_storage', 'lmx_msg_path_storage', 'lmx_msg_slots', 'lmx_msg_mail_chain', 'lmx_msg_sched_ready', 'lmx_msg_visit', 'lmx_msg_liveness', 'lmx_msg_history_owned', 'lmx_msg_roots_stale', 'lmx_branch_owned', 'lmx_value_owned', 'lmx_chars_owned', 'lmx_array_owned', 'lmx_array_ref_owned', 'lmx_graph_copy_owned', 'lmx_merge_owned', 'lmx_message_graph_copy') | Where-Object { Test-Path -LiteralPath "l2src/$_.lm1" } || $sources = @('l2src/lmx_message_host.c', 'l2src/lmx_message_exec.c') || foreach ($name in $names) {
run_entry_turn.ps1	88	DOT	. (Join-Path $PSScriptRoot 'l2units_build.ps1') || $objs += @(Build-L2RuntimeUnits -L1Trans $l1trans -Out (Join-Path $out 'l2units') -IncludeDirs @($hdrs) -CFlags $cflags) || $objList = ($objs | ForEach-Object { Q $_ }) -join ' '
run_foreign_alloc.ps1	7	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $run = Join-Path $repo ('build/codex/foreign_alloc/' + (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8))
run_foreign_alloc.ps1	8	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin) { throw 'Stable compiler pin mismatch' } || $run = Join-Path $repo ('build/codex/foreign_alloc/' + (Get-Date -Format 'yyyyMMdd_HHmmss_fff') + '_' + [guid]::NewGuid().ToString('N').Substring(0,8)) || New-Item -ItemType Directory -Path $run -Force | Out-Null
run_foreign_alloc.ps1	13	TS	foreach ($source in $sources) { $hashes[$source] = (Get-FileHash -LiteralPath $source).Hash } || $gcc = (Get-Command gcc -ErrorAction Stop).Source || $nm = (Get-Command nm -ErrorAction Stop).Source
run_foreign_alloc.ps1	17	TS	$evidence = [ordered]@{result='RUNNING'; compiler=$compiler; compilerSHA256=$pin; gcc=$gcc; gccSHA256=(Get-FileHash -LiteralPath $gcc).Hash; options=$flags; sources=$hashes; stages=@()} || function Invoke-ForeignStage([string]$Name, [string]$Tool, [string[]]$NativeArgs) { || $arguments = ($NativeArgs | ForEach-Object { '"' + $_ + '"' }) -join ' '
run_foreign_alloc.ps1	24	SP	$process = Start-Process -FilePath $Tool @options -WorkingDirectory $baseline -WindowStyle Hidden -PassThru -RedirectStandardOutput $stdout -RedirectStandardError $stderr || $handle = $process.Handle || if (-not $process.WaitForExit(60000)) {
run_foreign_alloc.ps1	56	TS	if ((Get-FileHash -LiteralPath $source).Hash -ne $hashes[$source]) { throw "Source changed: $source" } || } || if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' }
run_foreign_alloc.ps1	58	TS	if ((Get-FileHash -LiteralPath $compiler).Hash -ne $pin -or (Get-FileHash -LiteralPath $gcc).Hash -ne $evidence.gccSHA256) { throw 'Toolchain changed during verification' } || $evidence.artifacts = @{} || Get-ChildItem -LiteralPath $run -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash }
run_foreign_alloc.ps1	60	TS	Get-ChildItem -LiteralPath $run -File | ForEach-Object { $evidence.artifacts[$_.FullName] = (Get-FileHash -LiteralPath $_.FullName).Hash } || $evidence.result = 'PASS' || } catch {
run_gates.ps1	28	TS	$pinHash = (Get-FileHash -LiteralPath $pinned).Hash || $header = "gates HEAD $head dirty=$dirty pin=$($pinHash.Substring(0, 8)) pin_matches_L1_PIN=$($pinHash -eq $pin) logs $LogDir" || Write-Output $header
run_graph_abi.ps1	33	TS	if ($pin -notmatch '^[0-9A-F]{64}$') { throw "L1_PIN.txt must hold one 64-hex SHA256, got 'pin=$pin'" } || $requireStablePin = -not $TranslatorPath || if ($requireStablePin) { $TranslatorPath = 'build/l1trans/gen2/l1trans.exe' }
run_graph_abi.ps1	36	TP	if (-not (Test-Path -LiteralPath $TranslatorPath)) { throw "missing translator: $TranslatorPath" } || $transHash = (Get-FileHash -LiteralPath $TranslatorPath).Hash || if ($requireStablePin -and $transHash -ne $pin) { throw "translator $TranslatorPath hash $transHash is not the stable pin" }
run_graph_abi.ps1	37	TS	$transHash = (Get-FileHash -LiteralPath $TranslatorPath).Hash || if ($requireStablePin -and $transHash -ne $pin) { throw "translator $TranslatorPath hash $transHash is not the stable pin" } || $l1trans = (Resolve-Path -LiteralPath $TranslatorPath).ProviderPath
run_graph_abi.ps1	41	TP	if (-not $OutputTranslatorPath -and (Test-Path -LiteralPath $currentTranslator)) { || $OutputTranslatorPath = $currentTranslator || }
run_graph_abi.ps1	45	TP	if (-not (Test-Path -LiteralPath $OutputTranslatorPath)) { throw "missing output translator: $OutputTranslatorPath" } || $outputL1trans = (Resolve-Path -LiteralPath $OutputTranslatorPath).ProviderPath || 
run_graph_abi.ps1	64	TS	translatorSHA256 = $transHash || outputTranslator = $outputL1trans || outputTranslatorSHA256 = (Get-FileHash -LiteralPath $outputL1trans).Hash
run_graph_abi.ps1	66	TS	outputTranslatorSHA256 = (Get-FileHash -LiteralPath $outputL1trans).Hash || runner = $PSCommandPath || runnerSHA256 = (Get-FileHash -LiteralPath $PSCommandPath).Hash
run_graph_abi.ps1	68	TS	runnerSHA256 = (Get-FileHash -LiteralPath $PSCommandPath).Hash || sources = [ordered]@{} || stages = @()
run_graph_abi.ps1	84	TS	foreach ($s in $owned) { $ev.sources[$s] = (Get-FileHash -LiteralPath $s).Hash } ||  || function Invoke-Native([string]$commandLine, [string]$logPath) {
run_graph_abi.ps1	95	TP	if ($logPath -and (Test-Path -LiteralPath $logPath)) { Get-Content -LiteralPath $logPath | Select-Object -First 40 | ForEach-Object { Write-Host $_ } } || throw "$name exit $code" || }
run_graph_abi.ps1	113	TS	$ev.l2transSHA256 = (Get-FileHash -LiteralPath $l2exe).Hash ||  || # Message support objects: the set run_lmx.ps1's Exec suite links (the
run_graph_abi.ps1	138	TS	$ev.supportObjects = @($objs | ForEach-Object { [ordered]@{ path = $_; sha256 = (Get-FileHash -LiteralPath $_).Hash } }) || $ev.supportWarnings = $supportWarnings || # Stage 3c-2a: the production runtime includes the L2 runtime units
run_graph_abi.ps1	142	DOT	. l2src/l2units_build.ps1 || $objs += @(Build-L2RuntimeUnits -L1Trans $l1trans -Out (Join-Path $run 'l2units') -IncludeDirs @($hdrs) -CFlags $cflags) || $objList = ($objs | ForEach-Object { Q $_ }) -join ' '
run_graph_abi.ps1	155	TS	$ev.selftest = [ordered]@{ exit = $selfExit; stdout = $selfStdout.Trim(); cSHA256 = (Get-FileHash -LiteralPath $selfC).Hash; gccWarnings = @(Get-Content (Join-Path $run 'selftest.gcc.log') | Where-Object { $_ -match 'warning:' }).Count } || Stage 'selftest_run' $selfExit $selfLog || if ($selfStdout -notmatch 'graph abi selftest: \d+ checks, 0 failures') { throw 'selftest did not report zero failures' }
run_graph_abi.ps1	185	TS	$ev.copySelftest = [ordered]@{ exit = $copyExit; stdout = $copyStdout.Trim(); cSHA256 = (Get-FileHash -LiteralPath $copyC).Hash; sourceSHA256 = (Get-FileHash -LiteralPath $copySrc).Hash; gccWarnings = @(Get-Content (Join-Path $run 'copy_selftest.gcc.log') | Where-Object { $_ -match 'warning:' }).Count } || Stage 'copy_selftest_run' $copyExit $copyLog || if ($copyStdout -notmatch 'graph copy selftest: \d+ checks, 0 failures') { throw 'copy selftest did not report zero failures' }
