LOCK_REMOVAL_FIELDS: every field of today's LmxMsg and of the five scaffolding types, each with its owner in LMX or
its deletion (d6, 2026-09-15). Read on integration 7200294b: lmx_message.h 89-228, lmx_message_exec.c 34-74.

The target (coordinator's map section 5.7, main 8c3d06bc). Mikhail, verbatim: "Почему вам не хватает typedef struct
LmxMsg { volatile ... running = 1; volatile ... success = 0; struct LmxRoot *root; } ????". Of the other five types:
"ЧТО ЭТО? Это все на L1 не является корневым Message, и при портировании все алгоритмы записываются на LMX но не
описывают Message". An L3 Thread's record "очевидно может быть сложней и содержать большее число полей так как там
планировщик и так далее".
Message = {running, success, root}. L3 Thread = a Message plus its mailbox (the one synchronized collection of
Messages, the one lock) plus its scheduler and maintenance state as Structure data in its own arena. The C keeps the
native primitives only (the thread, the mailbox's monitor).

The record, now in the documentation (spec section 2, model section 2, main c7f9d375; Mikhail asked for the handoff
flag and confirmed its meaning, "Так"):
  typedef struct LmxMsg { volatile uint_fast8_t running;       1 at launch, 0 written by the parent
                          volatile uint_fast8_t success;       0 at launch, 1 written by the Message itself
                          volatile uint_fast8_t handoff_safe;  1 written by the Message itself when it has left its
                                                               last turn and nothing native uses its arena (19.29.7,
                                                               19.29.8); today's native_users folds into when it is set
                          Lmx *root; }
His sentence beside it: everything else is not Message and ends up in LMX as the inside of a Message.
The inside (spec section 2, main c2b86f16, Mikhail verbatim): written into what root reaches; on L2 the code working
with these Messages; on L1 the code that will be generated, "В точности как имитируется L2 на Си -- функция с
аргументами ,скрытми ргументами и узлом графа." So an L3T, PAR or MBOX row below is a Structure node in the Message's
arena reached from root, not a field of a C record, and its hand-written C takes l2trans's emission form (declared
formals, hidden through-arguments in intern name order, the graph node). The whole C record is the four-field LmxMsg
plus the native primitives (thread handle, thread id, the mailbox's monitor).

Rule for every stage (coordinator, 2026-09-15): a stage's note names, for each field it touches, its owner below or
its deletion. A field with neither is a contradiction, and the stage stops.

Owner codes (the target column names one of: the four fields, the L3 Thread's mailbox, Structure data in the L3
Thread's or its parent's arena, or deletion):
  MSG    one of the four fields: running, success, handoff_safe, root; "MSG.root, inside" is data inside the Message
         reached from root (19.29.2: blocks, ranges, the graph's storage)
  L3T    Structure data in the L3 Thread's own arena (scheduler, maintenance, the capability toward its parent);
         "L3T of R0" is R0's own arena; "L3T native" is the thread's native primitive the C keeps (map 5.7)
  PAR    Structure data in the parent's arena (its child references, their paths, the settle write)
  MBOX   the L3 Thread's mailbox: the synchronized collection of Messages and its monitor
  DEL    deleted, with the ruling or stage that removes it
Basis: "ruled" names the source (map 5.7, census 2.6, a Mikhail quote in the design); "proposed" is the lead's reading
and waits for the coordinator. A proposed line is not a claim.

Line format: type.field | file:line | what it is today | owner | basis | stage
LmxMsg.next_sibling | h:148 | link in the parent's child list | PAR (a link of the parent's list, not of the child) | ruled (coordinator) | S4
LmxMsg.ready | h:154 | readiness flag set by senders | HELD: DEL proposed (a non-empty mailbox is the readiness) | put to Mikhail by the coordinator: his 2026-09-14 sentence names readiness as the child's own flag written by the sender, his final loop makes the mailbox's non-emptiness the readiness | S3
LmxMsg.sched_rec | h:160 | the scheduler record, already an L2 Structure in this arena | L3T | ruled (map 5.7: scheduler state as Structure data) | done (3c-2b)
LmxMsg.ui_pending | h:164 | a UI mapping request outstanding | DEL (the UI lane is a full L3 Thread; the sequential mapping goes) | ruled (stage M, Mikhail "ДА") | M
LmxMsg.retire_next | h:167 | link on the runtime's retire queue | DEL (the executor frees its own memory) | ruled (Mikhail: "Исполнитель сам освобождает свою память") | S5
LmxMsg.retire_queued | h:168 | on that queue | DEL | ruled (same) | S5
LmxMsg.turn | h:169 | the handler function | L3T (the handler is the L3 Thread's own Structure data in its arena) | ruled (coordinator) | A1
LmxMsg.turn_ctx | h:170 | the handler's context | L3T | ruled (coordinator) | A1
LmxMsg.exec_bind | h:173 | pointer to its LmxMsgExecBind | L3T or PAR (the binding as Structure data) | ruled (map 5.7) | S4/M
LmxMsg.mapped | h:174 | bound to a worker | DEL (each L3 Thread on its own OS thread) | ruled (stage M) | M
LmxMsg.refs | h:175 | reference count | DEL | ruled (census 2.6: goes with S6) | S6
LmxMsg.running | h:176 | running flag, single writer | MSG | ruled (map 5.7; 2.1 (3) order-free atomic) | kept
LmxMsg.success | h:177 | success flag, single writer | MSG | ruled (map 5.7; 2.1 (3)) | kept
LmxMsg.tracked | h:178 | on the runtime's slot tracking | DEL (Runtime goes) | proposed (map 5.7) | S5
LmxMsg.owner_rt | h:179 | pointer to the process-wide runtime | DEL | ruled (map 5.7: LmxMsgRuntime goes) | S5/S6
LmxMsg.mail | h:180 | the mailbox's lock | MBOX (the monitor; the one lock kept) | ruled (census 2.6: m->mail kept; Y2) | Y2
LmxMsg.live_wait_th | h:181 | liveness wait threshold | L3T (its self-maintenance) | ruled (coordinator) | S4
LmxMsg.live_query_id | h:182 | outstanding liveness query to the parent | L3T | ruled (coordinator) | S4
LmxMsg.live_query_at | h:183 | its time | L3T | ruled (coordinator) | S4
LmxMsg.live_query_pend_id | h:184 | a pending query | L3T | ruled (coordinator) | S4
LmxMsg.live_query_pend_at | h:185 | its time | L3T | ruled (coordinator) | S4
LmxMsg.live_seq | h:186 | liveness sequence | L3T | ruled (coordinator) | S4
LmxMsg.child_heard_at | h:187 | when the parent last heard this child | PAR (the parent's record of its child) | proposed | S4
LmxMsg.handoff_ready | h:188 | ready for the parent's settle write | MSG handoff_safe (written by the Message itself at the handoff-safe boundary) | ruled (spec 2 / model 2, main c7f9d375) | S4/A2
LmxMsg.native_users | h:189 | native references holding the record | L3T (the Message's own-lane count of admitted native views, consulted before it sets MSG handoff_safe); no separate MSG field | ruled (coordinator, Q3; spec 2 / model 2, main c7f9d375) | S6
LmxMsg.orphan_until | h:190 | retention of a failed orphan | L3T of R0 (R0's policy record) | proposed (decision 17; map 5.7) | S5
LmxMsg.orphan | h:193 | re-rooted at R0 | L3T of R0 | proposed | S5
LmxMsg.disposed | h:194 | slot disposed | DEL (the executor frees its own memory) | proposed | S5
LmxMsg.alloc_next | h:195 | link of the runtime's slot list | DEL (Runtime goes) | ruled (map 5.7) | S5
LmxMsg.blocks | h:196 | the arena's blocks | MSG.root, inside | ruled (19.29.2; O1) | kept
LmxMsg.ranges | h:197 | registered value ranges | MSG.root, inside | ruled (19.29.2) | kept
LmxMsg.eternal_ranges | h:201 | classification of admitted immutable values | MSG.root, inside | ruled (19.29.2) | kept
LmxMsg.method_ranges | h:206 | classification of shared METHOD records | MSG.root, inside | ruled (19.29.2) | kept
LmxMsg.graph | h:207 | the Message's LMX graph | MSG (root) | proposed (map 5.7: "struct LmxRoot *root") | A1
LmxMsg.roots | h:208 | the graph's root set | MSG.root, inside (reached from root) | proposed | A1

--- LmxMsgEnv (lmx_message.h 89-98): the handler's envelope. All DEL (map 5.7: "no copies"; the taken Message is the data)
LmxMsgEnv.id, .correlation, .reply_to, .kind, .number, .bytes, .n, .graph | h:90-97 | envelope fields | DEL | ruled (map 5.7) | A3

--- LmxMsgCopy (lmx_message.h 100-116): the queued envelope copy. All DEL (map 5.7: the mailbox holds the Messages)
LmxMsgCopy.id, .correlation, .reply_to, .from, .to, .kind, .ingress_kind, .number, .bytes, .n, .owned | h:101-112 | copied envelope data | DEL | ruled (map 5.7) | A3
LmxMsgCopy.dest_msg, .delivered | h:113-114 | delivery bookkeeping | DEL | ruled (map 5.7) | A3
LmxMsgCopy.next | h:115 | list link | DEL (the collection's own link, MBOX) | ruled (map 5.7) | Y3/A3

--- LmxMsgRuntime (lmx_message.h 211-228): the process-wide record. Goes (map 5.7)
LmxMsgRuntime.root | h:212 | the root list | L3T of R0 (R0's children, in R0's arena) | ruled (map 5.7) | S5
LmxMsgRuntime.slots | h:213 | every slot | DEL | ruled (map 5.7) | S5
LmxMsgRuntime.n | h:214 | slot count | DEL | ruled (map 5.7) | S5
LmxMsgRuntime.transport | h:215 | host transport queue | MBOX (host posts are admissions into R0's mailbox); the queue DEL | proposed | S5/Y3
LmxMsgRuntime.transport_tail | h:216 | its tail | MBOX (host posts are admissions into R0's mailbox); the queue DEL | proposed | S5/Y3
LmxMsgRuntime.host_sync | h:217 | the host lock | DEL | ruled (census 2.6; no lock but the mailbox's) | S6
LmxMsgRuntime.exec | h:218 | the executor pointer | DEL | ruled (map 5.7) | S5/S6
LmxMsgRuntime.next_addr | h:219 | address counter | L3T of R0 (R0's children's addresses) | ruled (map 5.7) | S5
LmxMsgRuntime.root_seq | h:220 | root segment counter | L3T of R0 | ruled (map 5.7) | S5
LmxMsgRuntime.root_record | h:227 | R0's policy record, already Structure data in R0's arena | L3T of R0 | ruled (map 5.7; stage 5 (e)) | done

--- LmxMsgBindWait (lmx_message_exec.c 34-55): the worker's wait object. Goes (map 5.7: no wait, no notify)
LmxMsgBindWait.wait_ev / .cv / .sig | c:36,39,40 | the wait primitive | DEL | ruled (map 5.7; S3) | S3
LmxMsgBindWait.worker / .worker_on | c:37,41,42 | the worker thread handle | L3T native (the L3 Thread's OS thread, which the C keeps) | ruled (map 5.7: the C keeps the thread) | M/S3
LmxMsgBindWait.gen, .retired, .slot, .launch_n | c:44-47 | wait generations and launch gate | DEL | ruled (map 5.7; S3 launch wake goes) | S3
LmxMsgBindWait.reaping, .on_reap, .reap_next | c:48,49,51 | the reap list | DEL (each thread frees itself; no join) | ruled (Mikhail: "Исполнитель сам освобождает свою память") | S3/S5
LmxMsgBindWait.owner_tid | c:50 | the owning thread's id | L3T native (thread identity, T) | proposed | S3
LmxMsgBindWait.rec | c:54 | back link to the bind record | DEL | ruled (map 5.7) | S3

--- LmxMsgExecBind (lmx_message_exec.c 57-74): the handler binding. Becomes the L3 Thread's or its parent's Structure data (map 5.7)
LmxMsgExecBind.addr | c:58 | the bound Message's address | DEL (a capability, S2) | proposed | S2
LmxMsgExecBind.turn, .ctx | c:59-60 | the handler and its context | L3T (with LmxMsg.turn) | ruled (coordinator) | A1
LmxMsgExecBind.msg | c:61 | the record pointer | DEL (the L3 Thread is the record) | proposed | S4
LmxMsgExecBind.affinity | c:62 | mapping affinity | DEL (each L3 Thread on its own OS thread) | ruled (stage M) | M
LmxMsgExecBind.held_by, .held | c:63-64 | a thread's claim on the binding | DEL (one thread per L3 Thread; no claim) | ruled (coordinator, Q4) | M
LmxMsgExecBind.last_st | c:65 | last turn status | L3T | proposed | S4
LmxMsgExecBind.launching | c:66 | launch in progress | DEL (the launch gate goes with no wake) | ruled (S3 deletion list: launch_gate_go/refuse) | S3
LmxMsgExecBind.gone | c:67 | unbound | DEL | proposed | M
LmxMsgExecBind.wait | c:69 | its LmxMsgBindWait | DEL | ruled (map 5.7) | S3
LmxMsgExecBind.in_table | c:73 | indexed in the executor's table | DEL (the executor's table goes) | proposed | S5

--- Questions (the coordinator's answers, 2026-09-15; 162f38ec accepted as the table)
Q1. RULED PAR. "Created but not committed" is the spec's reserved child (19.29.7.1: the child does not run before
    the creator's successful end-turn publication; a failed parent turn releases uncommitted children). committed is
    the parent's child entry written at its end-turn; state is derived from running and success plus that entry.
Q2. HELD with Mikhail: whether at-most-once delivery and its done history stay; DEL proposed by analogy with the
    deleted create retry. The done_* rows wait.
Q3. RULED L3T, folded into handoff_safe: the count of admitted native views is the Message's own bookkeeping on its
    own lane, consulted before it sets handoff_safe; no separate MSG field.
Q4. RULED DEL with stage M: a thread's claim on a binding has no meaning once each L3 Thread is its own OS thread.
ready. HELD with Mikhail: his 2026-09-14 sentence names readiness as the child's own flag written by the sender at
    admission, while his final loop makes the mailbox's non-emptiness the readiness; DEL proposed. The row waits.
Everything else in the table may proceed (coordinator).
